Simulation Time,Conveyor:Statistics:PartsMinTime,Pick And Place Process:Statistics:PartsMinTime,Conveyor #2:Statistics:PartsMinTime,Pick And Place Process #2:Statistics:PartsMinTime,Conveyor #3:Statistics:PartsMinTime,Pick And Place Process #3:Statistics:PartsMinTime,Conveyor #4:Statistics:PartsMinTime,Pick And Place Process #4:Statistics:PartsMinTime,Conveyor #5:Statistics:PartsMinTime,Pick And Place Process #5:Statistics:PartsMinTime,Conveyor #6:Statistics:PartsMinTime,Pick And Place Process #6:Statistics:PartsMinTime,Conveyor #7:Statistics:PartsMinTime,Conveyor #8:Statistics:PartsMinTime,Conveyor:Statistics:PartsMaxTime,Pick And Place Process:Statistics:PartsMaxTime,Conveyor #2:Statistics:PartsMaxTime,Pick And Place Process #2:Statistics:PartsMaxTime,Conveyor #3:Statistics:PartsMaxTime,Pick And Place Process #3:Statistics:PartsMaxTime,Conveyor #4:Statistics:PartsMaxTime,Pick And Place Process #4:Statistics:PartsMaxTime,Conveyor #5:Statistics:PartsMaxTime,Pick And Place Process #5:Statistics:PartsMaxTime,Conveyor #6:Statistics:PartsMaxTime,Pick And Place Process #6:Statistics:PartsMaxTime,Conveyor #7:Statistics:PartsMaxTime,Conveyor #8:Statistics:PartsMaxTime,Conveyor:Statistics:PartsTotalTime,Pick And Place Process:Statistics:PartsTotalTime,Conveyor #2:Statistics:PartsTotalTime,Pick And Place Process #2:Statistics:PartsTotalTime,Conveyor #3:Statistics:PartsTotalTime,Pick And Place Process #3:Statistics:PartsTotalTime,Conveyor #4:Statistics:PartsTotalTime,Pick And Place Process #4:Statistics:PartsTotalTime,Conveyor #5:Statistics:PartsTotalTime,Pick And Place Process #5:Statistics:PartsTotalTime,Conveyor #6:Statistics:PartsTotalTime,Pick And Place Process #6:Statistics:PartsTotalTime,Conveyor #7:Statistics:PartsTotalTime,Conveyor #8:Statistics:PartsTotalTime
619,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,3916.555489,0,2434.904475,0,1327.763061,0,802.3037093,0,330.05923,0,0,0,0,0
620,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,3924.555489,0,2441.904475,0,1331.763061,0,807.3037093,0,334.05923,0,0,0,0,0
621,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,3932.555489,0,2448.904475,0,1335.960543,0,812.3037093,0,338.05923,0,0,0,0,0
622,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,3940.555489,0,2455.904475,0,1340.960543,0,817.3037093,0,342.05923,0,0,0,0,0
623,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,3948.555489,0,2462.904475,0,1345.960543,0,822.3037093,0,346.05923,0,0,0,0,0
624,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,3956.555489,0,2469.904475,0,1350.960543,0,827.3037093,0,350.05923,0,0,0,0,0
625,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,3964.555489,0,2476.075285,0,1355.960543,0,832.3037093,0,354.05923,0,0,0,0,0
626,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,3972.555489,0,2482.075285,0,1360.960543,0,837.3776509,0,358.05923,0,0.76015137,0,0,0
627,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,3980.555489,0,2488.075285,0,1365.960543,0,843.3776509,0,362.05923,0,1.76015137,0,0,0
628,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,3988.555489,0,2494.075285,0,1370.960543,0,849.3776509,0,366.05923,0,2.76015137,0,0,0
629,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,3995.881169,0,2500.075285,0,1374.989811,0,855.3776509,0,370.05923,0,3.76015137,0,0,0
630,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4002.881169,0,2506.075285,0,1378.989811,0,861.3776509,0,374.3165299,0,4.76015137,0,0,0
631,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4009.881169,0,2512.075285,0,1382.989811,0,867.3776509,0,379.3165299,0,5.76015137,0,0,0
632,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4016.881169,0,2518.075285,0,1386.989811,0,873.3776509,0,384.3165299,0,6.76015137,0,0,0
633,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4023.881169,0,2524.394413,0,1390.989811,0,879.0305375,0,389.3165299,0,7.76015137,0,0,0
634,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4030.881169,0,2531.394413,0,1394.989811,0,884.0305375,0,394.3165299,0,8.76015137,0,0,0
635,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4037.881169,0,2538.394413,0,1398.989811,0,889.0305375,0,399.3165299,0,9.76015137,0,0,0
636,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4044.881169,0,2545.394413,0,1402.989811,0,894.0305375,0,404.3165299,0,10.76015137,0,0,0
637,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4052.002385,0,2552.394413,0,1406.989811,0,899.0305375,0,409.3165299,0,11.76015137,0,0,0
638,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4060.002385,0,2559.394413,0,1410.989811,0,904.0305375,0,414.3165299,0,12.76015137,0,0,0
639,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4068.002385,0,2566.394413,0,1414.989811,0,909.0305375,0,419.0293422,0,13.76015137,0,0,0
640,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4076.002385,0,2573.394413,0,1418.989811,0,914.0305375,0,423.0293422,0,14.76015137,0,0,0
641,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4084.002385,0,2580.394413,0,1422.989811,0,919.0305375,0,427.0293422,0,15.76015137,0,0,0
642,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4092.002385,0,2587.394413,0,1427.305562,0,924.0305375,0,431.0293422,0,16.76015137,0,0,0
643,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4100.002385,0,2594.394413,0,1432.305562,0,929.0305375,0,435.0293422,0,17.76015137,0,0,0
644,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4108.002385,0,2601.394413,0,1437.305562,0,934.0305375,0,439.0293422,0,18.76015137,0,0,0
645,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4116.002385,0,2607.575285,0,1442.305562,0,939.0305375,0,443.0293422,0,19.76015137,0,0,0
646,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4124.002385,0,2613.575285,0,1447.305562,0,944.5641072,0,447.0293422,0,20.76015137,0,0,0
647,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4132.002385,0,2619.575285,0,1452.305562,0,950.5641072,0,451.0293422,0,22.31161569,0,0,0
648,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4140.002385,0,2625.575285,0,1457.305562,0,956.5641072,0,455.0293422,0,24.31161569,0,0,0
649,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4147.318003,0,2631.575285,0,1462.305562,0,962.5641072,0,459.0293422,0,26.31161569,0,0,0
650,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4154.318003,0,2637.575285,0,1466.895455,0,968.5641072,0,463.0293422,0,28.31161569,0,0,0
651,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4161.318003,0,2643.575285,0,1470.895455,0,974.5641072,0,467.7007228,0,30.31161569,0,0,0
652,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4168.318003,0,2649.575285,0,1474.895455,0,980.5641072,0,472.7007228,0,32.31161569,0,0,0
653,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4175.318003,0,2655.894413,0,1478.895455,0,986.5641072,0,477.7007228,0,34.31161569,0,0,0
654,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4182.318003,0,2662.894413,0,1482.895455,0,991.7489001,0,482.7007228,0,36.31161569,0,0,0
655,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4189.318003,0,2669.894413,0,1486.895455,0,996.7489001,0,487.7007228,0,38.31161569,0,0,0
656,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4196.318003,0,2676.894413,0,1490.895455,0,1001.7489,0,492.7007228,0,40.31161569,0,0,0
657,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4203.484715,0,2683.894413,0,1494.895455,0,1006.7489,0,497.4854344,0,42.31161569,0,0,0
658,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4211.484715,0,2690.287835,0,1498.895455,0,1011.7489,0,501.4854344,0,44.31161569,0,0,0
659,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4219.484715,0,2696.287835,0,1502.895455,0,1016.7489,0,505.4854344,0,46.31161569,0,0,0
660,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4227.484715,0,2702.287835,0,1506.895455,0,1021.7489,0,509.4854344,0,48.31161569,0,0,0
661,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4235.484715,0,2708.287835,0,1510.895455,0,1026.7489,0,513.4854344,0,50.31161569,0,0,0
662,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4243.484715,0,2714.287835,0,1515.180997,0,1031.7489,0,517.4854344,0,52.31161569,0,0,0
663,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4251.484715,0,2720.287835,0,1520.180997,0,1036.7489,0,521.4854344,0,54.31161569,0,0,0
664,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4259.484715,0,2726.287835,0,1525.180997,0,1041.7489,0,525.4854344,0,56.31161569,0,0,0
665,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4267.484715,0,2732.287835,0,1530.180997,0,1046.7489,0,529.4854344,0,58.31161569,0,0,0
666,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4275.484715,0,2738.287835,0,1535.180997,0,1051.7489,0,533.4854344,0,60.31161569,0,0,0
667,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4283.484715,0,2744.287835,0,1540.180997,0,1056.7489,0,537.4854344,0,62.46755987,0,0,0
668,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4291.068003,0,2750.287835,0,1545.180997,0,1062.283577,0,541.4854344,0,65.46755987,0,0,0
669,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4298.068003,0,2756.287835,0,1549.678411,0,1068.283577,0,545.4854344,0,68.46755987,0,0,0
670,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4305.068003,0,2762.287835,0,1553.678411,0,1074.283577,0,549.4854344,0,71.46755987,0,0,0
671,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4312.068003,0,2767.80717,0,1557.678411,0,1080.283577,0,553.4854344,0,74.46755987,0,0,0
672,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4319.068003,0,2772.80717,0,1561.678411,0,1086.283577,0,558.2402572,0,77.46755987,0,0,0
673,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4326.068003,0,2778.13636,0,1565.678411,0,1091.972208,0,563.2402572,0,80.46755987,0,0,0
674,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4333.068003,0,2784.13636,0,1569.678411,0,1096.972208,0,568.2402572,0,83.46755987,0,0,0
675,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4340.068003,0,2790.13636,0,1574.168762,0,1101.972208,0,573.2402572,0,86.46755987,0,0,0
676,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4347.068003,0,2796.13636,0,1579.168762,0,1106.972208,0,578.2402572,0,89.46755987,0,0,0
677,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4354.18922,0,2802.13636,0,1584.168762,0,1111.972208,0,583.2402572,0,92.46755987,0,0,0
678,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4362.18922,0,2808.13636,0,1589.168762,0,1116.972208,0,588.040322,0,95.46755987,0,0,0
679,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4370.18922,0,2814.13636,0,1594.168762,0,1121.972208,0,592.040322,0,98.46755987,0,0,0
680,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4378.18922,0,2820.13636,0,1599.168762,0,1126.972208,0,596.040322,0,101.4675599,0,0,0
681,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4386.18922,0,2826.13636,0,1604.168762,0,1131.972208,0,600.040322,0,104.4675599,0,0,0
682,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4394.18922,0,2832.13636,0,1609.168762,0,1136.972208,0,604.040322,0,107.4675599,0,0,0
683,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4402.18922,0,2838.13636,0,1614.168762,0,1141.972208,0,608.040322,0,110.4675599,0,0,0
684,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4410.18922,0,2844.13636,0,1619.168762,0,1146.972208,0,612.040322,0,113.4675599,0,0,0
685,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4418.18922,0,2849.574841,0,1624.168762,0,1151.972208,0,616.040322,0,116.5516047,0,0,0
686,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4426.18922,0,2854.574841,0,1629.168762,0,1156.460562,0,620.040322,0,120.5516047,0,0,0
687,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4434.18922,0,2859.574841,0,1634.168762,0,1161.066358,0,624.040322,0,124.5516047,0,0,0
688,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4442.18922,0,2864.574841,0,1639.168762,0,1166.066358,0,628.040322,0,128.5516047,0,0,0
689,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4449.504838,0,2869.574841,0,1644.709934,0,1171.066358,0,632.040322,0,132.5516047,0,0,0
690,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4456.504838,0,2874.574841,0,1650.330299,0,1176.066358,0,636.0515585,0,136.5516047,0,0,0
691,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4463.504838,0,2879.574841,0,1655.330299,0,1181.066358,0,641.0515585,0,140.5516047,0,0,0
692,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4470.504838,0,2884.63636,0,1660.330299,0,1186.066358,0,646.0515585,0,144.5516047,0,0,0
693,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4477.504838,0,2890.63636,0,1665.330299,0,1191.066358,0,651.0515585,0,148.5516047,0,0,0
694,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4484.504838,0,2896.63636,0,1670.330299,0,1196.066358,0,656.0515585,0,152.5516047,0,0,0
695,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4491.504838,0,2902.63636,0,1675.330299,0,1201.066358,0,661.0515585,0,156.5516047,0,0,0
696,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4498.504838,0,2908.63636,0,1680.330299,0,1206.066358,0,666.0515585,0,160.5516047,0,0,0
697,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4505.504838,0,2914.63636,0,1685.330299,0,1211.066358,0,671.0515585,0,164.5516047,0,0,0
698,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4513.398299,0,2920.63636,0,1690.330299,0,1216.066358,0,675.6947396,0,168.5516047,0,0,0
699,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4520.713917,0,2926.63636,0,1695.330299,0,1220.747983,0,679.6947396,0,172.5516047,0,0,0
700,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4527.713917,0,2932.63636,0,1700.330299,0,1224.747983,0,683.6947396,0,176.5516047,0,0,0
701,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4534.713917,0,2938.63636,0,1705.330299,0,1228.747983,0,687.6947396,0,180.5516047,0,0,0
702,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4541.713917,0,2944.63636,0,1710.378379,0,1232.747983,0,691.6947396,0,184.5516047,0,0,0
703,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4548.713917,0,2950.63636,0,1716.378379,0,1236.747983,0,695.9062532,0,188.5516047,0,0,0
704,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4555.713917,0,2956.63636,0,1722.378379,0,1240.747983,0,700.9062532,0,192.5516047,0,0,0
705,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4562.713917,0,2962.63636,0,1728.378379,0,1244.747983,0,705.9062532,0,196.5516047,0,0,0
706,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4569.713917,0,2967.817232,0,1734.378379,0,1248.747983,0,710.9062532,0,200.6202963,0,0,0
707,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4576.713917,0,2972.817232,0,1740.378379,0,1252.747983,0,715.9062532,0,205.6202963,0,0,0
708,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4583.713917,0,2977.817232,0,1746.378379,0,1257.230828,0,720.9062532,0,210.6202963,0,0,0
709,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4590.713917,0,2982.817232,0,1751.680897,0,1262.230828,0,725.9062532,0,215.6202963,0,0,0
710,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4597.029534,0,2987.817232,0,1756.680897,0,1267.230828,0,730.9062532,0,220.6202963,0,0,0
711,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4603.029534,0,2992.817232,0,1761.680897,0,1272.230828,0,735.9062532,0,225.6202963,0,0,0
712,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,0,0,0,0,4609.029534,0,2997.817232,0,1766.680897,0,1277.230828,0,740.9062532,0,230.6202963,0,0,0
713,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,0,0,4615.029534,0,3003.146422,0,1771.680897,0,1282.230828,0,745.9062532,0,235.360145,0,0,0
714,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,0,0,4621.029534,0,3009.146422,0,1776.680897,0,1286.656886,0,750.9062532,0,239.360145,0,0,0
715,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,0,0,4627.029534,0,3015.146422,0,1781.680897,0,1290.656886,0,755.9062532,0,243.360145,0,0,0
716,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,0,0,4633.029534,0,3021.146422,0,1786.680897,0,1294.656886,0,760.9244952,0,247.360145,0,0,0
717,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,0,0,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,0,0,4639.029534,0,3027.146422,0,1791.680897,0,1298.656886,0,766.9244952,0,251.360145,0,0,0
